time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,-0.0107,-0.0237,0.0143,0.0007,0.0031,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.205,943.5097,775.1269,-89.9999,0.0011,-179.9999,-0.145,0.0233,-0.37,-0.0059,0.0122,-0.0006,-0.0083,-0.025,0.1917,0.0,0.0083,0.0
0.024,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,0.012,-0.0154,-0.0336,0.0008,0.0012,-0.0051,0.0083,0.025,-0.1917,0.0,-0.0083,0.0
0.036,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,-0.0986,0.105,-0.3255,-0.0094,0.0107,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,0.0347,-0.0475,0.0923,0.0003,0.0059,-0.0053,0.0,0.0,0.0,0.0,0.0,0.0
0.06,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,-0.1216,0.0364,-0.2819,-0.0087,0.0102,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
0.072,339.205,943.5097,775.1269,-89.9999,0.0011,-179.9999,0.0333,-0.0256,-0.0356,-0.0009,0.0034,-0.0059,-0.0083,-0.025,0.1917,0.0,0.0083,0.0
0.084,339.2043,943.5078,775.1246,-89.9998,0.0006,180.0,-0.1137,0.0598,-0.0217,-0.0055,0.005,0.0015,-0.0583,-0.1583,-0.1917,0.0083,-0.0417,-0.0083
0.096,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,0.0139,-0.061,-0.0781,0.0047,0.0071,-0.0035,0.0667,0.1833,0.0,-0.0083,0.0333,0.0083
0.108,339.205,943.5097,775.1269,-89.9999,0.0011,-179.9999,0.0518,0.0718,-0.075,-0.0072,0.0039,-0.0049,-0.0083,-0.025,0.1917,0.0,0.0083,0.0
0.12,339.205,943.5097,775.1269,-89.9999,0.0011,-179.9999,-0.0705,-0.0533,-0.1132,-0.0085,0.0038,-0.0026,0.0,0.0,0.0,0.0,0.0,0.0
0.132,339.205,943.5097,775.1269,-89.9999,0.0011,-179.9999,0.0152,-0.1159,0.01,0.004,0.0055,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
0.144,339.205,943.5097,775.1269,-89.9999,0.0011,-179.9999,-0.0052,-0.032,-0.2412,-0.0142,0.0081,-0.0015,0.0,0.0,0.0,0.0,0.0,0.0
0.156,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,0.0323,-0.0656,-0.0724,-0.0058,-0.0057,-0.0049,0.0083,0.025,-0.1917,0.0,-0.0083,0.0
0.168,339.205,943.5097,775.1269,-89.9999,0.0011,-179.9999,-0.0487,0.0756,-0.5482,-0.0039,0.0119,-0.0044,-0.0083,-0.025,0.1917,0.0,0.0083,0.0
0.18,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,0.025,-0.1023,0.0031,-0.0063,0.0078,-0.0086,0.0083,0.025,-0.1917,0.0,-0.0083,0.0
0.192,339.2051,943.51,775.1246,-89.9999,0.001,-179.9999,-0.1379,0.0193,-0.0652,-0.0045,0.0062,0.0015,0.0,0.0,0.0,0.0,0.0,0.0
0.204,339.205,943.5097,775.1269,-89.9999,0.0011,-179.9999,0.0798,0.0023,-0.1611,-0.0035,0.0029,-0.004,-0.0083,-0.025,0.1917,0.0,0.0083,0.0
0.216,339.2044,943.5081,775.125,-89.9999,0.001,-179.9999,0.0007,-0.0856,-0.2411,-0.0089,0.0081,0.0001,-0.05,-0.1333,-0.1583,0.0,-0.0083,0.0
0.228,339.2044,943.5081,775.125,-89.9999,0.001,-179.9999,-0.0837,0.0166,0.1058,-0.0016,0.0022,0.0014,0.0,0.0,0.0,0.0,0.0,0.0
