time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.2957,0.3295,0.326,0.0216,-0.0066,-0.0306,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.4847,0.3117,0.0705,0.0112,0.0133,-0.0282,0.0,0.0,0.0,0.0,0.0,0.0
0.024,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.3622,0.2868,-0.1474,0.0123,0.0061,-0.031,0.0,0.0,0.0,0.0,0.0,0.0
0.036,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.5484,0.2623,0.3671,0.0181,0.0082,-0.0312,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.2805,0.3041,0.1893,0.0197,0.0059,-0.0331,0.0,0.0,0.0,0.0,0.0,0.0
0.06,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.4501,0.2274,0.1937,0.0191,0.0029,-0.0325,0.0,0.0,0.0,0.0,0.0,0.0
0.072,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.4758,0.3564,0.3268,0.0162,0.0055,-0.03,0.0,0.0,0.0,0.0,0.0,0.0
0.084,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.3745,0.3815,0.3632,0.0208,0.0035,-0.0333,0.0,0.0,0.0,0.0,0.0,0.0
0.096,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.408,0.3474,0.2003,0.0115,0.0072,-0.0282,0.0,0.0,0.0,0.0,0.0,0.0
0.108,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.3932,0.2547,0.3706,0.0223,-0.0012,-0.0284,0.0,0.0,0.0,0.0,0.0,0.0
0.12,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.504,0.3383,-0.0501,0.0117,0.0034,-0.0253,0.0,0.0,0.0,0.0,0.0,0.0
0.132,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.3509,0.1465,0.3978,0.0223,0.0027,-0.0378,0.0,0.0,0.0,0.0,0.0,0.0
0.144,339.162,943.27,775.0993,-87.3846,0.0008,-180.0,-0.5215,0.3589,0.2435,0.0193,0.0078,-0.0275,-0.0667,-0.1833,0.0,0.0,-0.025,0.0167
0.156,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.3249,0.266,0.1933,0.0209,-0.0011,-0.0322,0.0667,0.1833,0.0,0.0,0.025,-0.0167
0.168,339.1628,943.2722,775.0993,-87.3846,0.0011,-179.9998,-0.4332,0.2429,0.0725,0.0104,0.0027,-0.0289,0.0,0.0,0.0,0.0,0.0,0.0
0.18,339.1622,943.2706,775.0973,-87.3846,0.001,-179.9999,-0.3767,0.2513,0.1956,0.0193,0.0071,-0.0291,-0.05,-0.1333,-0.1667,0.0,-0.0083,0.0083
0.192,339.1622,943.2706,775.0973,-87.3846,0.001,-179.9999,-0.4296,0.3096,0.1979,0.0156,0.0101,-0.0283,0.0,0.0,0.0,0.0,0.0,0.0
0.204,339.1622,943.2706,775.0973,-87.3846,0.001,-179.9999,-0.4608,0.2351,0.1945,0.0102,0.008,-0.0325,0.0,0.0,0.0,0.0,0.0,0.0
0.216,339.1622,943.2706,775.0973,-87.3846,0.001,-179.9999,-0.3985,0.368,0.1123,0.0208,0.0038,-0.0288,0.0,0.0,0.0,0.0,0.0,0.0
0.228,339.1622,943.2706,775.0973,-87.3846,0.001,-179.9999,-0.4034,0.1984,0.0625,0.0187,0.0025,-0.0339,0.0,0.0,0.0,0.0,0.0,0.0
0.24,339.1622,943.2706,775.0973,-87.3846,0.001,-179.9999,-0.5277,0.3349,0.1165,0.0146,0.0104,-0.0266,0.0,0.0,0.0,0.0,0.0,0.0
0.252,339.1622,943.2706,775.0973,-87.3846,0.001,-179.9999,-0.3481,0.3642,0.1559,0.0206,-0.0001,-0.0288,0.0,0.0,0.0,0.0,0.0,0.0
0.264,339.1622,943.2706,775.0973,-87.3846,0.001,-179.9999,-0.4084,0.2685,-0.0641,0.0166,0.0125,-0.0305,0.0,0.0,0.0,0.0,0.0,0.0
