time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.088,943.1739,775.2728,-89.1188,0.001,-179.9999,-0.106,-0.1499,-0.1058,-0.0227,0.01,-0.0015,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.1199,-0.0601,0.0542,-0.0161,0.0039,-0.008,0.2417,-0.0917,0.0,-0.0083,0.0,0.0
0.024,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,-0.0459,-0.0964,-0.0214,-0.0132,0.0076,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0
0.036,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.0333,-0.0561,-0.0707,-0.0054,0.0075,-0.003,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.0901,943.1706,775.2728,-89.1189,0.0006,180.0,0.0961,-0.1299,-0.0306,-0.0154,0.0035,-0.0072,-0.0667,-0.1833,0.0,0.0,-0.0333,-0.0083
0.06,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.071,-0.1341,0.1888,-0.0184,0.007,-0.0034,0.0667,0.1833,0.0,0.0,0.0333,0.0083
0.072,339.0901,943.1706,775.2728,-89.1189,0.0006,180.0,0.0342,-0.0574,0.1061,-0.0084,0.0041,-0.0007,-0.0667,-0.1833,0.0,0.0,-0.0333,-0.0083
0.084,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.1229,-0.1146,-0.2887,-0.0107,0.0057,-0.006,0.0667,0.1833,0.0,0.0,0.0333,0.0083
0.096,339.0901,943.1706,775.2728,-89.1189,0.0006,180.0,0.0521,-0.1187,0.1835,-0.0107,0.0098,-0.0052,-0.0667,-0.1833,0.0,0.0,-0.0333,-0.0083
0.108,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.0538,0.0105,0.0164,-0.0106,0.0054,-0.0038,0.0667,0.1833,0.0,0.0,0.0333,0.0083
0.12,339.0901,943.1706,775.2728,-89.1189,0.0006,180.0,0.1262,-0.1165,0.0121,-0.0108,0.0023,-0.0064,-0.0667,-0.1833,0.0,0.0,-0.0333,-0.0083
0.132,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.0468,-0.2012,0.1462,-0.0177,0.0083,-0.0027,0.0667,0.1833,0.0,0.0,0.0333,0.0083
0.144,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.1491,-0.1306,0.2262,-0.014,0.0002,-0.0075,0.0,0.0,0.0,0.0,0.0,0.0
0.156,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,-0.0813,-0.1898,-0.1498,-0.0217,0.0106,-0.0015,0.0,0.0,0.0,0.0,0.0,0.0
0.168,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.1278,-0.1979,0.1827,-0.0103,0.0015,-0.0067,0.0,0.0,0.0,0.0,0.0,0.0
0.18,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.0197,-0.0309,-0.2342,-0.0199,0.0059,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.192,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.0957,-0.2607,0.2228,-0.0155,0.0061,-0.0086,0.0,0.0,0.0,0.0,0.0,0.0
0.204,339.0901,943.1706,775.2728,-89.1189,0.0006,180.0,-0.0425,-0.1256,0.1085,-0.0121,0.005,0.0,-0.0667,-0.1833,0.0,0.0,-0.0333,-0.0083
0.216,339.0909,943.1728,775.2728,-89.1189,0.001,-179.9999,0.1062,-0.0775,0.1885,-0.0103,-0.001,-0.004,0.0667,0.1833,0.0,0.0,0.0333,0.0083
0.228,339.0903,943.1712,775.2709,-89.1189,0.0008,-180.0,0.0483,-0.1527,0.0164,-0.0156,0.0057,-0.004,-0.05,-0.1333,-0.1583,0.0,-0.0167,0.0083
0.24,339.0903,943.1712,775.2709,-89.1189,0.0008,-180.0,0.095,-0.1216,0.0958,-0.0153,0.0084,-0.0074,0.0,0.0,0.0,0.0,0.0,0.0
0.252,339.0903,943.1712,775.2709,-89.1189,0.0008,-180.0,-0.0158,-0.083,0.0213,-0.0086,0.0064,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
0.264,339.0903,943.1712,775.2709,-89.1189,0.0008,-180.0,0.1266,-0.1696,0.0955,-0.01,0.0032,-0.0074,0.0,0.0,0.0,0.0,0.0,0.0
0.276,339.0903,943.1712,775.2709,-89.1189,0.0008,-180.0,-0.1187,-0.1194,0.0237,-0.0149,0.0026,-0.0016,0.0,0.0,0.0,0.0,0.0,0.0
0.288,339.0897,943.1695,775.2689,-89.1179,0.0007,180.0,0.0544,-0.0922,0.1908,-0.0119,0.0072,-0.0009,-0.05,-0.1417,-0.1667,0.0833,-0.0083,-0.0
0.3,339.0897,943.1695,775.2689,-89.1189,0.0007,180.0,0.0482,-0.0994,0.0145,-0.0149,0.0056,-0.0056,0.0,0.0,0.0,-0.0833,0.0,0.0
0.312,339.0897,943.1695,775.2689,-89.1189,0.0007,180.0,0.1419,-0.1498,-0.0699,-0.0186,0.0063,-0.0038,0.0,0.0,0.0,0.0,0.0,0.0
0.324,339.0891,943.1679,775.267,-89.1189,0.0005,179.9999,0.1301,-0.2222,0.1435,-0.0091,0.0023,-0.0034,-0.05,-0.1333,-0.1583,0.0,-0.0167,-0.0083
0.336,339.0886,943.1665,775.2628,-89.1189,0.0002,179.9998,0.041,-0.0939,-0.0622,-0.0237,0.0073,-0.0005,-0.0417,-0.1167,-0.35,0.0,-0.025,-0.0083
0.348,339.0883,943.1655,775.2589,-89.1179,0.0002,179.9998,0.1491,-0.2144,0.14,-0.0135,-0.0004,-0.0074,-0.025,-0.0833,-0.325,0.0833,0.0,0.0
0.36,339.0871,943.1622,775.255,-89.119,-0.0001,179.9997,-0.1989,-0.1554,0.0198,-0.0182,0.0086,-0.0043,-0.1,-0.275,-0.325,-0.0917,-0.025,-0.0083
0.372,339.0853,943.1572,775.2491,-89.119,-0.0006,179.9995,0.003,-0.076,0.0523,-0.0101,0.0053,-0.009,-0.15,-0.4167,-0.4917,0.0,-0.0417,-0.0167
0.384,339.0849,943.1562,775.2452,-89.119,-0.0006,179.9995,0.0578,-0.0924,-0.1071,-0.0073,0.0081,0.002,-0.0333,-0.0833,-0.325,0.0,0.0,0.0
0.396,339.0831,943.1512,775.2394,-89.119,-0.0011,179.9993,0.0751,-0.1635,-0.0688,-0.0127,0.0071,-0.0023,-0.15,-0.4167,-0.4833,0.0,-0.0417,-0.0167
0.408,339.0821,943.1482,775.2332,-89.119,-0.0016,179.9991,0.0929,-0.1536,0.0135,-0.0186,0.0052,-0.0065,-0.0833,-0.25,-0.5167,0.0,-0.0417,-0.0167
0.42,339.0817,943.1472,775.2293,-89.119,-0.0015,179.9991,0.0481,-0.2131,0.0121,-0.0148,0.0033,-0.0074,-0.0333,-0.0833,-0.325,0.0,0.0083,0.0
