time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.069,-1.6931,-0.5407,0.2288,-0.0922,0.0222,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-1.9185,-1.759,-0.468,0.2381,-0.0829,0.0194,0.0,0.0,0.0,0.0,0.0,0.0
0.024,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.0359,-1.6982,-0.6777,0.2421,-0.0849,0.0213,0.0,0.0,0.0,0.0,0.0,0.0
0.036,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.0023,-1.7184,-0.7603,0.2284,-0.0812,0.0223,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.1035,-1.6712,-0.463,0.244,-0.0935,0.0187,0.0,0.0,0.0,0.0,0.0,0.0
0.06,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.1168,-1.6809,-0.6744,0.2349,-0.0815,0.0221,0.0,0.0,0.0,0.0,0.0,0.0
0.072,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-1.9454,-1.7669,-0.4234,0.2321,-0.0961,0.0154,0.0,0.0,0.0,0.0,0.0,0.0
0.084,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.1291,-1.6603,-0.5874,0.2218,-0.0857,0.0188,0.0,0.0,0.0,0.0,0.0,0.0
0.096,339.1406,943.1475,775.4859,-86.545,0.0012,-179.9998,-1.9158,-1.796,-0.5977,0.2407,-0.0879,0.0179,-0.0083,-0.025,0.1917,0.0,0.0167,-0.0083
0.108,339.1436,943.1468,775.4836,-86.5452,0.001,-179.9999,-2.0671,-1.7388,-0.5853,0.2327,-0.0863,0.0237,0.25,-0.0583,-0.1917,-0.0167,-0.0167,0.0083
0.12,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.043,-1.845,-0.296,0.2328,-0.0923,0.015,-0.2417,0.0833,0.0,0.0167,0.0,0.0
0.132,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.1157,-1.6626,-0.8018,0.2352,-0.0866,0.0216,0.0,0.0,0.0,0.0,0.0,0.0
0.144,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-1.8897,-1.7873,-0.7715,0.2438,-0.0898,0.0166,0.0,0.0,0.0,0.0,0.0,0.0
0.156,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.0658,-1.6812,-0.6323,0.2364,-0.083,0.0221,0.0,0.0,0.0,0.0,0.0,0.0
0.168,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-1.9461,-1.7347,-0.3401,0.2325,-0.0928,0.0144,0.0,0.0,0.0,0.0,0.0,0.0
0.18,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-1.9415,-1.7364,-0.5517,0.237,-0.0936,0.0172,0.0,0.0,0.0,0.0,0.0,0.0
0.192,339.1401,943.1462,775.4816,-86.545,0.0008,-180.0,-2.1379,-1.6851,-0.452,0.2305,-0.0956,0.0229,-0.05,-0.1333,-0.1667,0.0,-0.0167,0.0083
0.204,339.1406,943.1475,775.4859,-86.545,0.0012,-179.9998,-2.0443,-1.6713,-0.7664,0.2364,-0.0832,0.0182,0.0417,0.1083,0.3583,0.0,0.0333,-0.0167
0.216,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-1.9989,-1.8082,-0.7252,0.2332,-0.0844,0.0172,0.0083,0.025,-0.1917,0.0,-0.0167,0.0083
0.228,339.1407,943.1478,775.4836,-86.545,0.001,-179.9999,-2.0075,-1.7371,-0.5943,0.246,-0.0844,0.0212,0.0,0.0,0.0,0.0,0.0,0.0
0.24,339.1401,943.1462,775.4816,-86.545,0.0008,-180.0,-2.1188,-1.6554,-0.4977,0.2293,-0.085,0.0236,-0.05,-0.1333,-0.1667,0.0,-0.0167,0.0083
0.252,339.1401,943.1462,775.4816,-86.545,0.0008,-180.0,-1.9898,-1.7838,-0.4272,0.2394,-0.0879,0.016,0.0,0.0,0.0,0.0,0.0,0.0
0.264,339.1401,943.1462,775.4816,-86.545,0.0008,-180.0,-2.1495,-1.6169,-0.7613,0.2283,-0.0821,0.019,0.0,0.0,0.0,0.0,0.0,0.0
