time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.6068,-8.1775,-15.3844,1.2,-1.0736,0.1031,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.3955,-8.1112,-15.0534,1.2167,-1.0703,0.101,0.0,0.0,0.0,0.0,0.0,0.0
0.024,339.1013,943.2179,774.8449,-90.4667,0.0006,180.0,-12.6019,-8.0399,-14.7426,1.2,-1.0766,0.1007,0.0083,0.025,-0.1833,0.0,-0.0167,-0.0
0.036,339.1013,943.2179,774.8449,-90.4667,0.0006,180.0,-12.3726,-8.1253,-14.8393,1.2135,-1.0723,0.0999,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.1007,943.2162,774.8429,-90.4667,0.0005,179.9999,-12.6462,-8.1052,-14.9096,1.2023,-1.0826,0.1026,-0.05,-0.1417,-0.1667,0.0,-0.0083,-0.0083
0.06,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.3584,-8.1992,-15.1432,1.2111,-1.0564,0.1017,0.0417,0.1167,0.35,0.0,0.025,0.0083
0.072,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.6183,-8.0194,-15.0429,1.2108,-1.0704,0.1043,0.0,0.0,0.0,0.0,0.0,0.0
0.084,339.1013,943.2179,774.8449,-90.4667,0.0006,180.0,-12.5484,-8.0406,-14.7828,1.2029,-1.0789,0.1033,0.0083,0.025,-0.1833,0.0,-0.0167,-0.0
0.096,339.1007,943.2162,774.8429,-90.4667,0.0005,179.9999,-12.3967,-8.076,-14.618,1.2067,-1.0865,0.0991,-0.05,-0.1417,-0.1667,0.0,-0.0083,-0.0083
0.108,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.6499,-8.0546,-14.9568,1.2044,-1.0667,0.1041,0.0417,0.1167,0.35,0.0,0.025,0.0083
0.12,339.1013,943.2179,774.8449,-90.4667,0.0006,180.0,-12.4243,-8.2298,-14.8824,1.2123,-1.0682,0.1006,0.0083,0.025,-0.1833,0.0,-0.0167,-0.0
0.132,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.5162,-8.1981,-15.3453,1.1951,-1.0705,0.1014,-0.0083,-0.025,0.1833,0.0,0.0167,-0.0
0.144,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.4311,-8.2335,-14.7541,1.2048,-1.0707,0.098,0.0,0.0,0.0,0.0,0.0,0.0
0.156,339.1006,943.2159,774.8452,-90.4667,0.0006,180.0,-12.5958,-8.2008,-14.9106,1.2056,-1.0755,0.1057,-0.05,-0.1417,-0.1583,0.0,-0.0167,-0.0
0.168,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.4821,-8.2148,-14.6176,1.1976,-1.0778,0.0996,0.05,0.1417,0.1583,0.0,0.0167,-0.0
0.18,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.5711,-8.0469,-14.9552,1.2074,-1.0727,0.1051,0.0,0.0,0.0,0.0,0.0,0.0
0.192,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.5262,-8.1163,-15.2178,1.2094,-1.0629,0.1052,0.0,0.0,0.0,0.0,0.0,0.0
0.204,339.1007,943.2162,774.8429,-90.4667,0.0005,179.9999,-12.5432,-8.171,-14.8891,1.2176,-1.0694,0.0948,-0.0417,-0.1167,-0.35,0.0,-0.025,-0.0083
0.216,339.1013,943.2179,774.8449,-90.4667,0.0006,180.0,-12.5811,-8.0171,-14.6958,1.1958,-1.0727,0.104,0.05,0.1417,0.1667,0.0,0.0083,0.0083
0.228,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.5428,-8.1003,-14.445,1.2066,-1.0831,0.0995,-0.0083,-0.025,0.1833,0.0,0.0167,-0.0
0.24,339.1012,943.2176,774.8471,-90.4667,0.0008,-180.0,-12.6436,-8.0273,-14.9126,1.2092,-1.0676,0.1057,0.0,0.0,0.0,0.0,0.0,0.0
