time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,-0.0236,-0.0684,0.1443,0.0052,-0.008,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,0.021,0.1573,-0.1073,0.0019,-0.0038,0.0018,0.0,0.0,0.0,0.0,0.0,0.0
0.024,339.8481,943.1878,774.7665,-90.0005,0.0012,-179.9999,-0.0768,0.0488,-0.068,0.0037,-0.0008,-0.0001,0.4833,-0.175,0.0,-0.0333,0.0,0.0
0.036,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,-0.0774,0.0158,0.1892,0.0003,-0.0059,-0.0021,-0.4833,0.175,0.0,0.0333,0.0,0.0
0.048,339.8422,943.1896,774.7688,-90.0001,0.0013,-179.9998,-0.1292,0.0746,-0.2303,-0.0018,-0.0019,0.0043,-0.0083,-0.025,0.1917,0.0,0.0083,-0.0083
0.06,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,-0.001,-0.0236,0.1438,0.0042,-0.0058,-0.0021,0.0083,0.025,-0.1917,0.0,-0.0083,0.0083
0.072,339.8424,943.1902,774.7643,-90.0001,0.001,-179.9999,-0.1529,-0.0147,0.0705,-0.0029,0.0001,0.0053,0.0083,0.025,-0.1833,0.0,-0.0167,0.0
0.084,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,0.0461,0.0017,0.0575,0.0029,-0.0072,-0.0027,-0.0083,-0.025,0.1833,0.0,0.0167,0.0
0.096,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,-0.0519,-0.0259,0.15,-0.0002,-0.0078,0.0004,0.0,0.0,0.0,0.0,0.0,0.0
0.108,339.8421,943.1893,774.7711,-90.0001,0.0015,-179.9997,-0.0543,0.1736,-0.0715,0.0037,0.0013,-0.0025,-0.0167,-0.05,0.3833,0.0,0.025,-0.0167
0.12,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,0.0179,0.0206,0.1877,-0.0013,-0.0045,-0.0021,0.0167,0.05,-0.3833,0.0,-0.025,0.0167
0.132,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,-0.1752,0.101,-0.0598,0.0001,-0.0023,0.0032,0.0,0.0,0.0,0.0,0.0,0.0
0.144,339.8417,943.1882,774.7646,-90.0001,0.001,-179.9999,0.0223,0.0956,0.0561,0.0041,-0.0071,-0.0042,-0.05,-0.1417,-0.1583,0.0,-0.0167,0.0
0.156,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,-0.1283,0.0634,-0.1019,-0.0034,-0.0095,0.0017,0.05,0.1417,0.1583,0.0,0.0167,0.0
0.168,339.8422,943.1896,774.7688,-90.0001,0.0013,-179.9998,-0.0033,0.051,0.0575,0.0021,-0.0093,-0.0043,-0.0083,-0.025,0.1917,0.0,0.0083,-0.0083
0.18,339.8417,943.1882,774.7646,-90.0001,0.001,-179.9999,-0.079,0.1538,-0.0661,0.0005,-0.0035,-0.0008,-0.0417,-0.1167,-0.35,0.0,-0.025,0.0083
0.192,339.8423,943.1899,774.7665,-90.0001,0.0012,-179.9999,0.0163,-0.0711,0.0575,-0.0024,-0.0093,-0.0044,0.05,0.1417,0.1583,0.0,0.0167,0.0
0.204,339.8417,943.1882,774.7646,-90.0001,0.001,-179.9999,-0.0734,0.0171,0.1103,0.0018,-0.0067,0.003,-0.05,-0.1417,-0.1583,0.0,-0.0167,0.0
0.216,339.8417,943.1882,774.7646,-90.0001,0.001,-179.9999,-0.0294,0.1251,-0.0264,0.0016,-0.0049,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0
0.228,339.8417,943.1882,774.7646,-90.0001,0.001,-179.9999,-0.1301,0.0942,0.0594,-0.0017,-0.0053,-0.0044,0.0,0.0,0.0,0.0,0.0,0.0
0.24,339.8417,943.1882,774.7646,-90.0001,0.001,-179.9999,-0.0302,-0.0363,0.0575,0.0011,-0.0038,-0.0028,0.0,0.0,0.0,0.0,0.0,0.0
0.252,339.8417,943.1882,774.7646,-90.0001,0.001,-179.9999,-0.0078,0.0555,0.0143,-0.0008,-0.0059,-0.0042,0.0,0.0,0.0,0.0,0.0,0.0
0.264,339.8417,943.1882,774.7646,-90.0001,0.001,-179.9999,-0.0867,0.075,-0.104,-0.0078,-0.0025,0.0017,0.0,0.0,0.0,0.0,0.0,0.0
0.276,339.8411,943.1866,774.7626,-90.0001,0.0008,-180.0,0.0031,0.1354,0.1888,0.0061,-0.0095,-0.0019,-0.05,-0.1333,-0.1667,0.0,-0.0167,0.0083
0.288,339.8411,943.1866,774.7626,-90.0001,0.0008,-180.0,-0.1095,0.0856,-0.3258,-0.0017,-0.0004,-0.0022,0.0,0.0,0.0,0.0,0.0,0.0
0.3,339.8411,943.1866,774.7626,-90.0001,0.0008,-180.0,-0.0996,0.0248,0.0629,0.002,-0.0081,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0
0.312,339.8405,943.1849,774.7607,-90.0001,0.0007,180.0,-0.105,0.1061,0.1087,-0.0045,-0.0091,-0.001,-0.05,-0.1417,-0.1583,0.0,-0.0083,-0.0
0.324,339.8399,943.1833,774.7588,-90.0001,0.0005,179.9999,0.0135,0.0453,0.0124,-0.0025,-0.0036,-0.0051,-0.05,-0.1333,-0.1583,0.0,-0.0167,-0.0083
0.336,339.8393,943.1816,774.7568,-90.0001,0.0003,179.9999,-0.0399,-0.0005,-0.0207,-0.0089,0.0004,0.0015,-0.05,-0.1417,-0.1667,0.0,-0.0167,0.0
0.348,339.8377,943.1773,774.749,-90.0002,0.0,179.9997,-0.1214,0.0079,0.1908,0.0033,-0.0104,-0.0021,-0.1333,-0.3583,-0.65,-0.0083,-0.025,-0.0167
0.36,339.8371,943.1756,774.7471,-90.0002,-0.0001,179.9997,-0.1803,0.0716,-0.1897,-0.0033,-0.0022,0.0017,-0.05,-0.1417,-0.1583,0.0,-0.0083,0.0
0.372,339.8354,943.1707,774.7412,-90.0002,-0.0006,179.9995,0.0319,0.0168,0.3565,0.0105,-0.008,-0.0023,-0.1417,-0.4083,-0.4917,0.0,-0.0417,-0.0167
