time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.107,943.2914,774.7663,-89.9999,0.001,-179.9999,-0.1337,-0.004,0.0868,-0.0037,0.0002,0.0016,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,-0.0401,0.0424,-0.0498,-0.0048,-0.0035,-0.0046,-0.0083,-0.025,0.1917,0.0,0.0167,0.0
0.024,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,-0.1136,-0.0466,-0.385,-0.0042,0.0018,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
0.036,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,-0.0311,-0.0343,0.0394,0.0017,-0.0026,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.107,943.2914,774.7663,-89.9999,0.001,-179.9999,-0.0715,-0.0433,-0.2165,-0.0102,0.0029,-0.0005,0.0083,0.025,-0.1917,0.0,-0.0167,0.0
0.06,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,0.0159,-0.0892,0.1625,0.0009,-0.0031,-0.0034,-0.0083,-0.025,0.1917,0.0,0.0167,0.0
0.072,339.1064,943.2898,774.7644,-89.9999,0.0008,-180.0,-0.1421,0.0056,-0.1245,-0.0095,0.007,0.0043,-0.0417,-0.1083,-0.35,0.0,-0.0333,0.0083
0.084,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,0.0427,-0.1063,0.0366,0.0022,-0.0059,-0.0016,0.0417,0.1083,0.35,0.0,0.0333,-0.0083
0.096,339.1063,943.2895,774.7667,-89.9999,0.001,-179.9999,-0.1086,0.0367,-0.0852,-0.0017,0.0007,0.0019,-0.05,-0.1333,-0.1583,0.0,-0.0167,0.0
0.108,339.1063,943.2895,774.7667,-89.9999,0.001,-179.9999,0.0714,0.0395,0.0366,0.0055,-0.0089,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0
0.12,339.104,943.2922,774.7686,-89.9997,0.0012,-179.9999,-0.1164,0.0348,-0.2495,-0.0106,-0.0009,0.0047,-0.1917,0.225,0.1583,0.0167,0.0167,0.0
0.132,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,-0.0341,-0.1149,0.0777,0.0007,-0.0008,-0.0026,0.2417,-0.0917,0.0,-0.0167,0.0,0.0
0.144,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,-0.1419,0.0257,-0.2567,-0.0078,0.0045,0.0013,0.0,0.0,0.0,0.0,0.0,0.0
0.156,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,-0.0103,-0.1051,-0.0482,-0.0006,-0.0036,-0.0015,0.0,0.0,0.0,0.0,0.0,0.0
0.168,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,-0.1077,0.0112,0.0442,-0.0021,0.0007,0.0025,0.0,0.0,0.0,0.0,0.0,0.0
0.18,339.1069,943.2911,774.7686,-89.9999,0.0012,-179.9999,-0.0319,-0.035,0.083,0.0002,-0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.192,339.1063,943.2895,774.7667,-89.9999,0.001,-179.9999,-0.1385,-0.0002,-0.2097,-0.0066,0.0037,0.0045,-0.05,-0.1333,-0.1583,0.0,-0.0167,0.0
0.204,339.107,943.2914,774.7663,-89.9999,0.001,-179.9999,-0.0077,-0.0721,0.0811,0.0012,-0.0012,0.0,0.0583,0.1583,-0.0333,0.0,0.0,0.0
0.216,339.1063,943.2895,774.7667,-89.9999,0.001,-179.9999,-0.059,0.005,-0.1689,-0.0022,-0.0031,0.0029,-0.0583,-0.1583,0.0333,0.0,0.0,0.0
0.228,339.1063,943.2895,774.7667,-89.9999,0.001,-179.9999,0.0354,-0.1245,0.0844,-0.0054,-0.0016,0.0016,0.0,0.0,0.0,0.0,0.0,0.0
0.24,339.1063,943.2895,774.7667,-89.9999,0.001,-179.9999,-0.1049,0.1147,-0.0842,0.0007,-0.0019,0.0021,0.0,0.0,0.0,0.0,0.0,0.0
0.252,339.1064,943.2898,774.7644,-89.9999,0.0008,-180.0,-0.1366,0.046,-0.2097,-0.006,-0.0015,0.003,0.0083,0.025,-0.1917,0.0,-0.0167,0.0083
