time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.616,-0.8824,-2.2237,0.1802,-0.1126,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.5614,-0.9629,-2.1887,0.1881,-0.1113,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0
0.024,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.6617,-0.984,-2.3515,0.1851,-0.1068,0.0054,0.0,0.0,0.0,0.0,0.0,0.0
0.036,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.5785,-1.0586,-2.1459,0.1944,-0.1118,0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.6181,-1.0304,-2.398,0.1829,-0.1013,0.0045,0.0,0.0,0.0,0.0,0.0,0.0
0.06,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.5347,-0.9702,-1.9784,0.1909,-0.1083,-0.0017,0.0,0.0,0.0,0.0,0.0,0.0
0.072,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.6529,-0.9871,-2.3058,0.191,-0.1102,0.0079,0.0,0.0,0.0,0.0,0.0,0.0
0.084,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.5224,-1.0161,-2.2222,0.1755,-0.1135,0.0038,0.0,0.0,0.0,0.0,0.0,0.0
0.096,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.6894,-0.9442,-2.1001,0.1825,-0.1066,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
0.108,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.5883,-0.97,-2.398,0.1866,-0.1068,0.0039,0.0,0.0,0.0,0.0,0.0,0.0
0.12,339.1126,943.4111,775.3496,-90.9681,0.0012,-179.9998,-1.4922,-0.9886,-2.4905,0.1892,-0.1011,0.0023,0.0083,0.0,0.0,0.0917,0.0,0.0
0.132,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.6453,-1.044,-2.4416,0.1813,-0.1001,0.0037,-0.0083,0.0,0.0,-0.0917,0.0,0.0
0.144,339.1119,943.4095,775.3477,-90.9692,0.001,-179.9999,-1.6555,-1.1039,-2.2335,0.1925,-0.1117,-0.0015,-0.05,-0.1333,-0.1583,0.0,-0.0167,0.0083
0.156,339.1119,943.4095,775.3477,-90.9692,0.001,-179.9999,-1.7369,-0.9871,-2.2179,0.1821,-0.1009,0.0092,0.0,0.0,0.0,0.0,0.0,0.0
0.168,339.1125,943.4111,775.3496,-90.9692,0.0012,-179.9998,-1.5369,-0.9992,-2.225,0.1862,-0.1108,0.0045,0.05,0.1333,0.1583,0.0,0.0167,-0.0083
