time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.1931,943.4266,774.7551,-90.7065,0.0011,-179.9999,-1.3973,-1.0604,-4.1386,0.2363,-0.1065,-0.0112,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.4974,-1.1703,-4.003,0.2306,-0.1077,-0.0082,0.0083,0.025,-0.1833,0.0,-0.0167,0.0
0.024,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.292,-1.1328,-3.6282,0.2172,-0.1129,-0.0184,0.0,0.0,0.0,0.0,0.0,0.0
0.036,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.6287,-1.0559,-3.483,0.2157,-0.1141,-0.0112,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.4645,-1.0953,-3.8328,0.2345,-0.1216,-0.0123,0.0,0.0,0.0,0.0,0.0,0.0
0.06,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.4134,-1.0378,-4.0555,0.2216,-0.1081,-0.017,0.0,0.0,0.0,0.0,0.0,0.0
0.072,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.4052,-1.1246,-3.7991,0.2265,-0.1131,-0.0174,0.0,0.0,0.0,0.0,0.0,0.0
0.084,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.4976,-1.1656,-3.9617,0.2277,-0.1211,-0.0138,0.0,0.0,0.0,0.0,0.0,0.0
0.096,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.4285,-0.914,-3.9716,0.2306,-0.1072,-0.017,0.0,0.0,0.0,0.0,0.0,0.0
0.108,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.5295,-0.9801,-3.7866,0.2195,-0.117,-0.0131,0.0,0.0,0.0,0.0,0.0,0.0
0.12,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.5234,-1.0489,-4.0481,0.2307,-0.1067,-0.0105,0.0,0.0,0.0,0.0,0.0,0.0
0.132,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.2968,-1.0889,-3.8847,0.2372,-0.1102,-0.0131,0.0,0.0,0.0,0.0,0.0,0.0
0.144,339.1932,943.4269,774.7529,-90.7065,0.0009,-179.9999,-1.419,-0.9525,-3.83,0.2107,-0.11,-0.0121,0.0,0.0,0.0,0.0,0.0,0.0
