time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.212,-0.1446,-1.057,-0.0141,0.0232,-0.0158,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.2065,-0.2682,-0.7312,-0.0068,0.0166,-0.028,0.0,0.0,0.0,0.0,0.0,0.0
0.024,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.262,-0.1194,-1.0953,-0.0167,0.022,-0.0141,0.0,0.0,0.0,0.0,0.0,0.0
0.036,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.1236,-0.2534,-0.9399,0.0008,0.0148,-0.0218,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.2849,-0.165,-1.0603,-0.0128,0.0216,-0.0192,0.0,0.0,0.0,0.0,0.0,0.0
0.06,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.1615,-0.1751,-1.0124,-0.0145,0.0193,-0.015,0.0,0.0,0.0,0.0,0.0,0.0
0.072,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.3055,-0.1175,-1.0545,-0.0107,0.0243,-0.0143,0.0,0.0,0.0,0.0,0.0,0.0
0.084,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.1298,-0.2503,-0.8959,-0.0051,0.0165,-0.0219,0.0,0.0,0.0,0.0,0.0,0.0
0.096,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.2865,-0.1098,-1.058,-0.0151,0.0215,-0.0183,0.0,0.0,0.0,0.0,0.0,0.0
0.108,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.1257,-0.2254,-0.8116,-0.0019,0.0148,-0.0228,0.0,0.0,0.0,0.0,0.0,0.0
0.12,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.3336,-0.2717,-0.884,-0.0155,0.0214,-0.0163,0.0,0.0,0.0,0.0,0.0,0.0
0.132,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.1804,-0.2153,-0.5889,-0.0106,0.0186,-0.0182,0.0,0.0,0.0,0.0,0.0,0.0
0.144,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.213,-0.1757,-1.1015,-0.0145,0.0216,-0.0174,0.0,0.0,0.0,0.0,0.0,0.0
0.156,339.1769,943.4217,775.4084,-93.608,0.001,-179.9999,-0.1323,-0.2195,-0.7255,-0.0078,0.0181,-0.0229,0.0,0.0,0.0,0.0,0.0,0.0
0.168,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.3053,-0.1802,-0.929,-0.0114,0.0193,-0.0177,-0.05,-0.1333,-0.1583,0.0,-0.0083,0.0083
0.18,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.2017,-0.1887,-0.8082,-0.0058,0.0131,-0.0228,0.0,0.0,0.0,0.0,0.0,0.0
0.192,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.1854,-0.1886,-0.9755,-0.0117,0.0213,-0.0185,0.0,0.0,0.0,0.0,0.0,0.0
0.204,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.2521,-0.2649,-0.8489,-0.0066,0.0171,-0.0204,0.0,0.0,0.0,0.0,0.0,0.0
0.216,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.1596,-0.1792,-0.8869,-0.0131,0.0167,-0.0176,0.0,0.0,0.0,0.0,0.0,0.0
0.228,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.2383,-0.2433,-1.01,-0.0182,0.0202,-0.0143,0.0,0.0,0.0,0.0,0.0,0.0
0.24,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.2291,-0.1963,-0.8926,-0.0073,0.0176,-0.0211,0.0,0.0,0.0,0.0,0.0,0.0
0.252,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.2159,-0.2855,-1.0138,-0.0188,0.0201,-0.0168,0.0,0.0,0.0,0.0,0.0,0.0
0.264,339.1763,943.4201,775.4065,-93.608,0.0009,-180.0,-0.1596,-0.2059,-0.8859,-0.0135,0.0167,-0.0168,0.0,0.0,0.0,0.0,0.0,0.0
