time,x,y,z,rotx,roty,rotz,fx,fy,fz,mx,my,mz,vx,vy,vz,vrotx,vroty,vrotz
0.0,339.117,943.1722,775.4868,-87.3841,0.0011,-179.9998,-0.1878,0.2069,-0.9232,0.01,0.0046,-0.0136,0.0,0.0,0.0,0.0,0.0,0.0
0.012,339.1165,943.1706,775.4848,-87.3841,0.001,-179.9999,-0.2469,0.0715,-0.9998,-0.0019,0.0046,-0.0095,-0.0417,-0.1333,-0.1667,0.0,-0.0083,0.0083
0.024,339.117,943.1722,775.4868,-87.3841,0.0011,-179.9998,-0.2193,0.2159,-0.9218,0.0027,0.0024,-0.0152,0.0417,0.1333,0.1667,0.0,0.0083,-0.0083
0.036,339.117,943.1722,775.4868,-87.3841,0.0011,-179.9998,-0.3913,0.2287,-1.0521,0.0046,0.007,-0.0169,0.0,0.0,0.0,0.0,0.0,0.0
0.048,339.1156,943.1683,775.4848,-87.3841,0.0006,179.9999,-0.269,0.0974,-0.8878,0.0043,-0.0002,-0.0221,-0.1167,-0.325,-0.1667,0.0,-0.0417,-0.025
0.06,339.117,943.1722,775.4868,-87.3841,0.0011,-179.9998,-0.3177,0.2913,-1.2101,-0.0006,-0.0007,-0.0097,0.1167,0.325,0.1667,0.0,0.0417,0.025
0.072,339.117,943.1722,775.4868,-87.3841,0.0011,-179.9998,-0.2146,0.081,-0.7502,0.0055,0.0017,-0.014,0.0,0.0,0.0,0.0,0.0,0.0
0.084,339.117,943.1722,775.4868,-87.3841,0.0011,-179.9998,-0.3418,0.2335,-1.0885,0.0032,0.0072,-0.0118,0.0,0.0,0.0,0.0,0.0,0.0
0.096,339.117,943.1722,775.4868,-87.3841,0.0011,-179.9998,-0.1938,0.2034,-1.0104,0.0055,0.0038,-0.016,0.0,0.0,0.0,0.0,0.0,0.0
0.108,339.1165,943.1706,775.4848,-87.3841,0.001,-179.9999,-0.2893,0.2047,-1.0497,0.0072,0.0058,-0.0135,-0.0417,-0.1333,-0.1667,0.0,-0.0083,0.0083
